model,definition,solution,feedback_workload_uuid,benchmark_workload_uuid,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,log_excerpt
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,33bf737d-3b37-4e38-be80-ea39b4b46ae6,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.028330666944384575,0.06707200035452843,2.3674698688243474,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,864d596c-a930-4fc4-b241-02e6a06e92cb,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.02850133366882801,0.0674133338034153,2.365269449729135,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,f7c3b329-5d22-491c-9635-5b5906f0f4b1,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.028672000393271446,0.06826666742563248,2.380952374765342,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,b010c7f2-801d-41c0-b5d0-be619ecb4090,PASSED,passed,passed,efficiency.breakout,0.0078125,0.007518797181546688,0.034304000437259674,0.0698026679456234,2.034825881992657,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,f0f508c3-e880-4ec8-b8be-1062db313d36,PASSED,passed,passed,efficiency.breakout,0.03125,0.007751937955617905,0.35310933987299603,1.6238933404286702,4.598839954255362,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,cfddc087-69e0-4acb-a945-8cc6dff8afcf,PASSED,passed,passed,efficiency.breakout,0.03125,0.0078125,0.2955946624279022,1.3352959950764973,4.517321064287438,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,14531e96-f6e6-4515-abb4-10855f72c80e,PASSED,passed,passed,efficiency.breakout,0.00390625,0.007633587811142206,0.028672000393271446,0.06673066690564156,2.3273809287928673,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,a497c980-9e07-44cc-80c6-fc647ab29e84,PASSED,passed,passed,efficiency.breakout,0.0078125,0.006802720949053764,0.027989333495497704,0.06638933345675468,2.371951210179189,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,d1337dc1-e869-4174-9dcc-0f68950d3fef,PASSED,passed,passed,efficiency.breakout,0.015625,0.0078125,0.27477333943049115,1.2276053428649902,4.467701798905913,
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,0cf0fdba-799e-4086-8fd6-610d23ba5508,PASSED,passed,passed,efficiency.breakout,0.03125,0.007751937955617905,0.2807466636101405,1.0369706948598225,3.6936171619115457,
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,d9e317ac-cf73-4d56-94e0-11edfb536ff3,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.028672000393271446,0.20377600193023682,7.107142826981043,
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,818219cc-f770-4957-84cd-cafdfb53e64b,PASSED,passed,passed,efficiency.breakout,0.015625,0.006211180239915848,0.028672000393271446,0.2017280012369156,7.035714232351077,
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,841b0afa-80fa-449a-9e1d-f294da92d02f,PASSED,passed,passed,efficiency.breakout,0.03125,0.0078125,0.40806399782498676,1.6655360460281372,4.081555968930304,
gpt-5.2,rmsnorm_h4096,gpt-5.2_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,9d403d2b-7859-4dab-aaf4-12e53c555001,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.027648000046610832,0.2027519941329956,7.333333108766741,
