model,definition,solution,feedback_workload_uuid,generation_mode,generation_round,candidate_index,parent_solution,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,solution_path,feedback_trace_path,prompt_path,raw_response_path,feedback_error,log_excerpt
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r1_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,1,0,,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r01_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r01_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r01_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r01_c00/raw_response.txt,,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r1_c0_high_cd10b9 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r2_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,2,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r1_c0_high,RUNTIME_ERROR,runtime_error,runtime.python_exception,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r02_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r02_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r02_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r02_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r2_c0_high_0d4c96 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragge
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,3,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r2_c0_high,PASSED,passed,passed,efficiency.breakout,0.00390625,0.009022376500070095,0.09472000226378441,0.59443199634552,6.275675487106669,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r03_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r03_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r03_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r03_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_f2e5c7 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragge
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r4_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,4,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,RUNTIME_ERROR,runtime_error,runtime.python_exception,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r04_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r04_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r04_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r04_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r4_c0_high_9f2412 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragge
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r5_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,5,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r4_c0_high,RUNTIME_ERROR,runtime_error,runtime.python_exception,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r05_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r05_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r05_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r05_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r5_c0_high_2e8d55 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragge
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r6_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,6,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r5_c0_high,RUNTIME_ERROR,runtime_error,runtime.python_exception,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r06_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r06_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r06_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r06_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r6_c0_high_b3bbc9 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragge
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r7_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,7,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r6_c0_high,RUNTIME_ERROR,runtime_error,runtime.python_exception,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r07_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r07_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r07_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r07_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r7_c0_high_3a8b47 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragge
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r8_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,8,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r7_c0_high,RUNTIME_ERROR,runtime_error,runtime.python_exception,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r08_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r08_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r08_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r08_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r8_c0_high_8baffd -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragge
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r9_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,9,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r8_c0_high,RUNTIME_ERROR,runtime_error,runtime.python_exception,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r09_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r09_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r09_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r09_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r9_c0_high_fc2394 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragge
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r10_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,sequential,10,0,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r9_c0_high,RUNTIME_ERROR,runtime_error,runtime.python_exception,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r10_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r10_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r10_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260311_205823/generation_rounds/gpt-5/gqa_ragged_prefill_causal_h32_kv8_d128/sequential_r10_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r10_c0_high_50b536 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gqa_ragg
