model,definition,solution,feedback_workload_uuid,generation_mode,generation_round,candidate_index,parent_solution,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,solution_path,feedback_trace_path,prompt_path,raw_response_path,feedback_error,log_excerpt
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r1_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,1,0,,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,261.6158752441406,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r01_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r01_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r01_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r01_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r1_c0_high_d3176d -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r2_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,2,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r1_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,33.52747344970703,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r02_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r02_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r02_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r02_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r2_c0_high_c42a53 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r3_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,3,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r2_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.25,197.27415466308594,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r03_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r03_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r03_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r03_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r3_c0_high_9c8ed2 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r4_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,4,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r3_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,89.77967834472656,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r04_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r04_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r04_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r04_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r4_c0_high_379c06 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r5_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,5,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r4_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,41.89990997314453,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r05_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r05_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r05_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r05_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r5_c0_high_34953c -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r6_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,6,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r5_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,72.6414566040039,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r06_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r06_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r06_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r06_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r6_c0_high_35fbff -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r7_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,7,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r6_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,243.72705078125,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r07_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r07_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r07_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r07_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r7_c0_high_850dda -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r8_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,8,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r7_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,5252075.0,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r08_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r08_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r08_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r08_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r8_c0_high_bd6d1b -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r9_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,9,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r8_c0_high,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r09_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r09_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r09_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r09_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r9_c0_high_898210 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r10_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,10,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r9_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.25,17.092418670654297,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r10_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r10_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r10_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_193335/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r10_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r10_c0_high_6aa2fa -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimi
