model,definition,solution,feedback_workload_uuid,benchmark_workload_uuid,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,log_excerpt
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,PASSED,passed,passed,efficiency.breakout,0.0009765625,0.007518204394727945,0.11400533467531204,0.5794133345286051,5.082335280000521,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_fc6915 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,f4c23a33-b16b-4ee8-bb86-440562adf047,PASSED,passed,passed,efficiency.breakout,4.76837158203125e-07,1.898491291285609e-06,0.08499199897050858,0.5483519931634268,6.451807226627294,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_fc6915 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,bad384fa-037d-474f-9a09-0e9f1bb8f43e,PASSED,passed,passed,efficiency.parity,0.001953125,0.08524951338768005,0.526506652434667,0.5725866754849752,1.0875203054647562,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_fc6915 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,2068cdff-fad7-43d3-b018-490349ad9776,PASSED,passed,passed,efficiency.regression,0.00390625,1.1951050758361816,1.6993279854456584,1.0403839747111003,0.6122325905426984,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_fc6915 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,6f3e1bfe-2209-4921-9be4-beed5c9744cb,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,1.43359375,4720302.0,,,,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_fc6915 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,adefedc4-d82a-43ca-800e-51557b08b446,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,1.2578125,4023095.0,,,,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_fc6915 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,fab48473-c925-43b8-90b8-3110ede3e6a7,PASSED,passed,passed,efficiency.breakout,0.00390625,0.0064507401548326015,0.11656533554196358,0.5826560060183207,4.998535828076986,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_fc6915 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,3a919718-bdfb-4030-8771-7e2cca27ada7,PASSED,passed,passed,efficiency.breakout,4.76837158203125e-07,1.242729922523722e-05,0.09198933467268944,0.544426679611206,5.918367401485729,[1/3] /usr/local/cuda-13.0/bin/nvcc --generate-dependencies-with-compile --dependency-output kernel.cuda.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high_fc6915 -DTORCH_API_INCLUDE_EXTE
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,32f5e961-dd46-4ac3-bb3d-bbc2e30053db,PASSED,passed,passed,efficiency.speedup,0.00390625,0.015113097615540028,0.5193386673927307,0.5802666544914246,1.1173184107483745,
gpt-5,gqa_ragged_prefill_causal_h32_kv8_d128,gpt-5_gqa_ragged_prefill_causal_h32_kv8_d128_cuda_optimized_r3_c0_high,f7a038e9-6c18-4fd6-9b79-e349a4c79bd8,daa2d149-ff35-4038-8195-eb293f8566cd,PASSED,passed,passed,efficiency.parity,0.0009765625,0.08640959113836288,0.5282133420308431,0.5754880011081696,1.0894991764039272,
