model,definition,solution,feedback_workload_uuid,benchmark_workload_uuid,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,log_excerpt
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,9f5150a0-744c-4699-a970-f15b0ea14a38,PASSED,passed,passed,efficiency.breakout,0.0078125,0.007633587811142206,0.009557333464423815,0.08396799862384796,8.785714021218382,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,146cc899-3cd6-4713-a85f-0cca97509a48,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.009898666602869829,0.08379733189940453,8.465517151078705,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,04e1c8da-5407-4d96-876c-a27259fe7ecf,PASSED,passed,passed,efficiency.breakout,0.0078125,0.007751937955617905,0.010410666465759277,0.08482133224606514,8.147541036401735,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,788c4d95-4e75-49c4-bf79-a00594161842,PASSED,passed,passed,efficiency.breakout,0.0078125,0.006493499502539635,0.01280000014230609,0.08516266569495201,6.653333183448608,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,9595903c-68c2-4bd2-bdbf-0bc1c6dcb8af,PASSED,passed,passed,efficiency.breakout,0.03125,0.0078125,0.22903466721375784,2.39462411403656,10.455291083954814,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,06936f65-e175-42d8-a90d-8b59e38a346d,PASSED,passed,passed,efficiency.breakout,0.03125,0.007812499068677425,0.19131733228762945,1.9541333119074504,10.214094502266924,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,17defc5f-6708-4dbe-b03b-03cf314e8705,PASSED,passed,passed,efficiency.breakout,0.0078125,0.005319148767739534,0.010581333190202713,0.08294399827718735,7.838709620635085,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,4eb3e01a-c4e4-4e93-8f4a-010308488552,PASSED,passed,passed,efficiency.breakout,0.015625,0.005102040711790323,0.009557333464423815,0.0822613313794136,8.607142534643465,ninja: no work to do.\n/data1/workspace/airulan/bench/flashinfer-bench/flashinfer_bench/bench/timing.py:74: UserWarning: CUPTI is not installed. Try 'pip install -U cupti-python'. Falling back to CUDA events for benchmarking.\n  times = bench
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,5cdec50e-3da2-423e-a519-d7e781f6247e,PASSED,passed,passed,efficiency.breakout,0.03125,0.007692307699471712,0.1762986679871877,1.7414826552073162,9.878025030420968,
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,b190423e-dac4-4725-a76b-420145b8d68d,PASSED,passed,passed,efficiency.breakout,0.03125,0.007751937955617905,0.1471146692832311,1.4929920434951782,10.148491994505385,
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,96c11c60-e281-4c6c-91e7-547a65a6bbca,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.010410666465759277,0.08362666517496109,8.032786896978164,
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,7f65318b-59ac-478e-84ed-d19052b65a7e,PASSED,passed,passed,efficiency.breakout,0.00390625,0.005154639016836882,0.011264000087976456,0.08430933207273483,7.4848483144748235,
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,3e460c8c-7cad-4071-959f-e689ca024206,PASSED,passed,passed,efficiency.breakout,0.03125,0.0078125,0.2309119999408722,2.3627092838287354,10.232076654455964,
gpt-5,fused_add_rmsnorm_h4096,gpt-5_fused_add_rmsnorm_h4096_cuda_optimized_r4_c0_high,9f5150a0-744c-4699-a970-f15b0ea14a38,8edfb911-8a77-4c5e-9a09-817626ced351,PASSED,passed,passed,efficiency.breakout,0.001953125,0.005681817885488272,0.009728000033646822,0.08055466413497925,8.280701465497529,
