model,definition,solution,feedback_workload_uuid,generation_mode,generation_round,candidate_index,parent_solution,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,solution_path,feedback_trace_path,prompt_path,raw_response_path,feedback_error,log_excerpt
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r1_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,1,0,,RUNTIME_ERROR,runtime_error,runtime.illegal_memory_access,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r01_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r01_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r01_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r01_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r1_c0_high_d7c2b1 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r2_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,2,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r1_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.25,235.6568603515625,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r02_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r02_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r02_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r02_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r2_c0_high_4f2433 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r3_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,3,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r2_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,574.5,129.69589233398438,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r03_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r03_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r03_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r03_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r3_c0_high_62226f -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r4_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,4,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r3_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,46.8776741027832,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r04_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r04_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r04_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r04_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r4_c0_high_53a8f7 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r5_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,5,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r4_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,717.2119750976562,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r05_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r05_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r05_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r05_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r5_c0_high_63dfa9 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r6_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,6,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r5_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,333.61810302734375,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r06_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r06_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r06_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r06_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r6_c0_high_57a24e -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r7_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,7,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r6_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,249.58641052246094,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r07_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r07_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r07_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r07_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r7_c0_high_6b1e53 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r8_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,8,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r7_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.1745920032262802,0.1730560064315796,0.9912023645624256,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r08_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r08_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r08_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r08_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r8_c0_high_59e350 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r9_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,9,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r8_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,56.787513732910156,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r09_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r09_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r09_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r09_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r9_c0_high_910d66 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimiz
gpt-5,gemm_n4096_k14336,gpt-5_gemm_n4096_k14336_cuda_optimized_r10_c0_high,501f81c6-97cd-477c-b091-5068a52c385d,sequential,10,0,gpt-5_gemm_n4096_k14336_cuda_optimized_r9_c0_high,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.5,73.61027526855469,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r10_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r10_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r10_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_182014/generation_rounds/gpt-5/gemm_n4096_k14336/sequential_r10_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n4096_k14336_cuda_optimized_r10_c0_high_7cd5f6 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n4096_k14336_cuda_optimi
