model,definition,solution,feedback_workload_uuid,benchmark_workload_uuid,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,log_excerpt
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.09216000139713287,0.016383999958634377,0.17777777463384553,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,91e43228-c0a7-457e-9424-1d3461621362,PASSED,passed,passed,efficiency.regression,0.0625,0.0007256893441081047,0.10888533294200897,0.011434666812419891,0.1050156756972021,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,4fa7da89-3488-4343-a154-591cbbf584eb,PASSED,passed,passed,efficiency.regression,0.0625,0.0370345376431942,0.1032533310353756,0.016042666509747505,0.15537190276458135,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,4954f02d-95ab-4f09-87a3-f62da27aac7f,PASSED,passed,passed,efficiency.regression,0.0625,0.006842100527137518,0.09745066985487938,0.015359999611973763,0.15761820452181,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,cc2cb35a-bf2c-4a51-a82a-5a762b17e07b,PASSED,passed,passed,efficiency.regression,0.125,0.21375076472759247,0.11537066847085953,0.021503999829292297,0.18639052814991539,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,95871c0a-ddfe-4bed-a5ab-43b8b9e5fe49,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.091818667948246,0.016725333407521248,0.18215613209449472,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,8b7de598-4a93-4571-9402-4a04d7dcd024,PASSED,passed,passed,efficiency.regression,0.0625,0.16573777794837952,0.1162240020930767,0.01740800030529499,0.14977973561221877,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,c49c96bd-bee4-479b-8000-3e6bf297aef1,INCORRECT_NUMERICAL,correctness_error,correctness.nonfinite,,0.125,186.2374725341797,,,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,2d8af22f-d4c7-4613-8baa-7eaeb4c9bacb,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.24183467030525208,0.05973333492875099,0.24700070859713172,
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,9c00593a-4795-4e11-880b-b382efd55be9,PASSED,passed,passed,efficiency.regression,0.0625,0.012499951757490635,0.12800000111262003,0.015701333060860634,0.12266666347171287,
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,d599ade0-e289-4d11-ad8f-d922f3f8c797,PASSED,passed,passed,efficiency.regression,0.0625,0.00686273630708456,0.09625600278377533,0.01621333323419094,0.16843971041070302,
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,a32cca89-8f03-45b7-8764-c1aaceb8322e,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.09147733449935913,0.016383999958634377,0.17910447487677025,
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,6458ded0-a0d3-4382-abcd-f2815b852ae9,PASSED,passed,passed,efficiency.regression,0.0625,0.0397089384496212,0.11878400295972824,0.015359999611973763,0.12931033833892025,
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,89454d43-ccd5-435c-bf98-45314c686239,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.09164800122380257,0.016383999958634377,0.17877094688213635,
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,65301657-76be-4c6c-ba44-e740c186bc37,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.11707733571529388,0.016383999958634377,0.13994168776164015,
