model,definition,solution,feedback_workload_uuid,generation_mode,generation_round,candidate_index,parent_solution,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,solution_path,feedback_trace_path,prompt_path,raw_response_path,feedback_error,log_excerpt
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r1_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,1,0,,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.6399999856948853,0.016896000131964684,0.02640000079628082,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r01_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r01_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r01_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r01_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r1_c0_high_17a4cb -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r2_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,2,0,gpt-5_gemm_n128_k2048_cuda_optimized_r1_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.6425600051879883,0.016383999958634377,0.02549800769788193,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r02_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r02_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r02_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r02_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r2_c0_high_07c5ab -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r3_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,3,0,gpt-5_gemm_n128_k2048_cuda_optimized_r2_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,3.2148479223251343,0.016383999958634377,0.005096353032707274,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r03_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r03_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r03_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r03_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r3_c0_high_a53f27 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r4_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,4,0,gpt-5_gemm_n128_k2048_cuda_optimized_r3_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.14643199741840363,0.016383999958634377,0.11188811357820917,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r04_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r04_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r04_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r04_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r4_c0_high_4dc9bd -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r5_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,5,0,gpt-5_gemm_n128_k2048_cuda_optimized_r4_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.15769599378108978,0.016383999958634377,0.10389610773104545,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r05_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r05_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r05_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r05_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r5_c0_high_291150 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r6_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,6,0,gpt-5_gemm_n128_k2048_cuda_optimized_r5_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.17817600071430206,0.016383999958634377,0.09195402238770332,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r06_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r06_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r06_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r06_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r6_c0_high_4b8278 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r7_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,7,0,gpt-5_gemm_n128_k2048_cuda_optimized_r6_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.16281600296497345,0.016383999958634377,0.10062892873103549,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r07_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r07_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r07_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r07_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r7_c0_high_249e53 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,8,0,gpt-5_gemm_n128_k2048_cuda_optimized_r7_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.09216000139713287,0.016383999958634377,0.17777777463384553,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r08_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r08_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r08_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r08_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r8_c0_high_e20a90 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r9_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,9,0,gpt-5_gemm_n128_k2048_cuda_optimized_r8_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.11110400035977364,0.016383999958634377,0.14746543693818584,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r09_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r09_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r09_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r09_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r9_c0_high_6d7dd7 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_r
gpt-5,gemm_n128_k2048,gpt-5_gemm_n128_k2048_cuda_optimized_r10_c0_high,6ba7c7de-dc5a-48d2-8ada-1382feb5ceac,sequential,10,0,gpt-5_gemm_n128_k2048_cuda_optimized_r9_c0_high,PASSED,passed,passed,efficiency.regression,0.0,0.0,0.11059200018644333,0.016383999958634377,0.14814814752435207,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r10_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r10_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r10_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_205041/generation_rounds/gpt-5/gemm_n128_k2048/sequential_r10_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_gemm_n128_k2048_cuda_optimized_r10_c0_high_ccbe20 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_gemm_n128_k2048_cuda_optimized_
