model,definition,solution,feedback_workload_uuid,generation_mode,generation_round,candidate_index,parent_solution,status,status_family,secondary_bucket,efficiency_bucket,max_absolute_error,max_relative_error,latency_ms,reference_latency_ms,speedup_factor,solution_path,feedback_trace_path,prompt_path,raw_response_path,feedback_error,log_excerpt
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r1_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,1,0,,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r01_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r01_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r01_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r01_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r1_c0_high_1778d4 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r1_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r2_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,2,0,gpt-5_rmsnorm_h4096_cuda_optimized_r1_c0_high,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r02_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r02_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r02_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r02_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r2_c0_high_da3146 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r2_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r3_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,3,0,gpt-5_rmsnorm_h4096_cuda_optimized_r2_c0_high,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r03_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r03_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r03_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r03_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r3_c0_high_b194f8 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r3_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r4_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,4,0,gpt-5_rmsnorm_h4096_cuda_optimized_r3_c0_high,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.02969600073993206,0.06860800087451935,2.3103447994686546,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r04_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r04_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r04_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r04_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r4_c0_high_7dc97c -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r4_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r5_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,5,0,gpt-5_rmsnorm_h4096_cuda_optimized_r4_c0_high,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.02969600073993206,0.06707200035452843,2.258620645315955,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r05_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r05_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r05_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r05_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r5_c0_high_cce663 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r5_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r6_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,6,0,gpt-5_rmsnorm_h4096_cuda_optimized_r5_c0_high,PASSED,passed,passed,efficiency.breakout,0.0,0.0,0.02969600073993206,0.06860800087451935,2.3103447994686546,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r06_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r06_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r06_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r06_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r6_c0_high_4eebbb -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r6_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r7_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,7,0,gpt-5_rmsnorm_h4096_cuda_optimized_r6_c0_high,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r07_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r07_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r07_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r07_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r7_c0_high_70e478 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r7_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r8_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,8,0,gpt-5_rmsnorm_h4096_cuda_optimized_r7_c0_high,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r08_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r08_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r08_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r08_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r8_c0_high_64efc1 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r8_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r9_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,9,0,gpt-5_rmsnorm_h4096_cuda_optimized_r8_c0_high,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r09_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r09_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r09_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r09_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r9_c0_high_754e08 -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r9_c0
gpt-5,rmsnorm_h4096,gpt-5_rmsnorm_h4096_cuda_optimized_r10_c0_high,33bf737d-3b37-4e38-be80-ea39b4b46ae6,sequential,10,0,gpt-5_rmsnorm_h4096_cuda_optimized_r9_c0_high,COMPILE_ERROR,compile_error,compile.cuda_compile,,,,,,,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r10_c00/solution.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r10_c00/feedback_trace.json,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r10_c00/prompt.txt,/data1/workspace/airulan/bench/flashinfer-bench/examples/kernel_generator/results/run_20260312_200432/generation_rounds/gpt-5/rmsnorm_h4096/sequential_r10_c00/raw_response.txt,,[1/3] c++ -MMD -MF main.o.d -DTORCH_EXTENSION_NAME=torch_gpt_5_rmsnorm_h4096_cuda_optimized_r10_c0_high_79088b -DTORCH_API_INCLUDE_EXTENSION_H -I/home/airulan/.cache/flashinfer_bench/cache/torch/torch_gpt_5_rmsnorm_h4096_cuda_optimized_r10_
